,location_name,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,open_hours,category_tags,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,distance_from_home,median_dwell,bucketed_dwell_times,popularity_by_hour,popularity_by_day,device_type,normalized_visits_by_state_scaling,normalized_visits_by_total_visits,normalized_visits_by_total_visitors,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors,tier1,normalized_tier1,tier2,normalized_tier2,weekly_minutes_open,weekly_days_open,geometry,dist_to_charger
120,Hyrum Self Storage,,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,531130.0,41.628329,-111.811218,206 S 1720 E,Hyrum,UT,84319,,,23,14,"[3,0,1,3,1,0,1,0,0,1,1,0,0,0,1,2,0,1,2,2,0,2,0,0,0,1,0,1,0,0]",490050014011,"{""490050014022"":4,""490351142001"":4,""490050005013"":4}","{""490050014021"":4,""490050012013"":4}",6631.0,10.0,"{'<5': 2, '5-10': 10, '11-20': 5, '21-60': 3, '61-120': 2, '121-240': 1, '>240': 0}","[0,0,0,0,0,0,0,1,2,0,1,4,3,3,4,5,5,0,0,0,2,1,0,0]","{""Monday"":5,""Tuesday"":4,""Wednesday"":2,""Thursday"":2,""Friday"":6,""Saturday"":2,""Sunday"":2}","{""android"":6,""ios"":6}",211.0376578606337,1.4900250596301551e-06,2.9702146871175847e-06,3.5110805121292566e-05,7.082196589460459e-05,3,27.526651025300048,6,55.053302050600095,,,POINT (-111.811218 41.62832899999999),34161.39896616134
121,Canyon School,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,41.628541,-111.821034,270 S 1300 E,Hyrum,UT,84319,,,374,74,"[14,5,0,1,3,1,3,0,0,1,20,29,26,22,21,0,1,17,22,22,24,19,7,4,22,19,17,26,27,1]",490050014011,"{""490050014011"":21,""490050014012"":7,""490050015001"":5,""490050012011"":4,""490050005022"":4,""490490031042"":4,""490050015002"":4,""490050013002"":4,""490050007022"":4,""490050014021"":4,""490490029014"":4,""490050003002"":4}","{""490050014011"":19,""490050014012"":6,""490050012022"":4,""490050015002"":4,""490490029014"":4,""490050005022"":4,""490050013002"":4,""490572018002"":4,""160010104012"":4,""490050007022"":4,""490050014021"":4,""490050003003"":4,""490050014022"":4,""490050012011"":4,""490050005021"":4}",4155.0,119.5,"{'<5': 6, '5-10': 36, '11-20': 30, '21-60': 57, '61-120': 59, '121-240': 84, '>240': 102}","[0,0,0,0,0,2,3,41,131,164,159,166,158,157,128,77,49,29,34,30,15,5,1,0]","{""Monday"":60,""Tuesday"":73,""Wednesday"":66,""Thursday"":75,""Friday"":81,""Saturday"":13,""Sunday"":6}","{""android"":38,""ios"":33}",3431.65582782074,2.4229103143551217e-05,1.5699706203335807e-05,0.000666417205680583,0.0031543878884999,245,2248.0098337328377,302,2771.0162032135386,,,POINT (-111.821034 41.628540999999984),33730.07346498599
122,Buffalo Wild Wings,Buffalo Wild Wings,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,41.757791,-111.832564,43 E 1400 N,Logan,UT,84341,"{'Mon': [['11:00', '24:00']], 'Tue': [['11:00', '24:00']], 'Wed': [['11:00', '24:00']], 'Thu': [['11:00', '24:00']], 'Fri': [['0:00', '1:00'], ['11:00', '24:00']], 'Sat': [['0:00', '1:00'], ['11:00', '24:00']], 'Sun': [['0:00', '1:00'], ['11:00', '23:00']]}",,1011,723,"[26,51,15,27,28,31,38,35,35,13,23,38,31,56,56,42,15,17,35,33,51,53,50,26,17,39,18,53,22,37]",490050004011,"{""490050007022"":23,""490050006004"":23,""490050003004"":20,""490050004011"":20,""490050005021"":18,""490050006006"":16,""490039603005"":14,""490050005022"":14,""490050002022"":13,""490050007023"":11,""490050007012"":11,""490050002011"":11,""490050012022"":11,""490050004021"":10,""490050004031"":10,""490050004032"":10,""490050008001"":10,""160419702003"":9,""490050014011"":9,""490039601002"":9,""160419701002"":9,""490050004034"":8,""490050009001"":8,""490050002024"":8,""490050003001"":8,""490050002023"":7,""490050011013"":7,""490050010021"":7,""490050006002"":7,""490050007011"":7,""490050012011"":7,""490050005013"":7,""490050014022"":7,""490039602003"":7,""490050012013"":6,""490050003003"":6,""490050003002"":6,""490050006001"":6,""490050001012"":6,""160419701003"":6,""490050013001"":6,""490339501001"":6,""490039608011"":6,""490050002012"":5,""490050011023"":5,""490050014012"":5,""490351112012"":5,""490050004022"":5,""490050010011"":5,""490050010022"":5,""490039602001"":5,""160719601001"":5,""490050001021"":5,""490050012021"":5,""490572110002"":4,""490299701001"":4,""490039606021"":4,""160679701001"":4,""160679702004"":4,""490111262043"":4,""490572105061"":4,""490050005014"":4,""490050015001"":4,""490039607013"":4,""490050014021"":4,""490039602004"":4,""490050001022"":4,""160419702004"":4,""490050010012"":4,""300010003001"":4,""490050015002"":4,""490050008004"":4,""190199503001"":4,""490050009003"":4,""490050005012"":4,""490050013002"":4,""160419702005"":4,""490050010024"":4,""490050006005"":4,""490572102041"":4,""490050001013"":4,""490050014023"":4,""490039602002"":4,""490050012012"":4,""490050008003"":4,""560239780004"":4,""490572105092"":4,""490050008002"":4,""490039603004"":4,""530750002003"":4,""490230102002"":4,""560239781002"":4,""490050001011"":4,""490479682001"":4,""490139403001"":4,""160050019003"":4,""160419701001"":4,""160079502001"":4,""490211102004"":4,""160719601002"":4,""490050002021"":4,""160659505001"":4,""160079501001"":4,""490379782001"":4,""160419702001"":4,""490050011011"":4,""160319503001"":4,""490050009002"":4,""490050011012"":4}","{""490050004011"":27,""490050007022"":23,""490050005022"":21,""490050005021"":21,""490050004032"":19,""490050006006"":18,""490050004021"":13,""490050011011"":13,""490050006004"":13,""490050003004"":13,""490050003003"":12,""490039603005"":11,""490050002011"":11,""490050012022"":11,""490050002022"":10,""490050014011"":10,""490050004031"":9,""490050007012"":9,""490050007011"":9,""490050002012"":8,""490050008001"":8,""160419702003"":8,""490039601002"":8,""490050006002"":8,""490039608021"":8,""490050005012"":8,""490050009001"":8,""300010003001"":7,""490050005013"":7,""490039602002"":7,""490050010023"":7,""490050004034"":7,""490050001021"":7,""160419701003"":7,""490050007023"":7,""490111261043"":7,""490050008003"":7,""490050003001"":6,""490050006001"":6,""490230102002"":6,""490050011022"":6,""490050014022"":6,""490050001012"":6,""490050010022"":5,""160419702005"":5,""490050010024"":5,""160719601002"":5,""490050001011"":5,""490050002023"":5,""160079501003"":4,""160299601004"":4,""490050014023"":4,""490050005011"":4,""490111254033"":4,""350150008001"":4,""490050003002"":4,""160079501001"":4,""560239781002"":4,""490050006005"":4,""160079501002"":4,""490050014012"":4,""160419702004"":4,""490039608013"":4,""530750002003"":4,""490050001013"":4,""490039608011"":4,""490050010011"":4,""320110001001"":4,""490050009002"":4,""490479682001"":4,""160419701001"":4,""490339501001"":4,""490050011023"":4,""490050013002"":4,""490050012011"":4,""490039604003"":4,""490050004012"":4,""160050003004"":4,""160419701005"":4,""490050002024"":4,""160299601003"":4,""160419701004"":4,""160679702004"":4,""490050013001"":4,""560239784001"":4,""560379716002"":4,""490572105081"":4,""490050008004"":4,""490111260022"":4,""490211102004"":4,""490050012012"":4,""490050011013"":4,""490211104002"":4,""490039602001"":4,""490039603003"":4,""490050005014"":4,""160419701002"":4,""490039602005"":4,""481130078203"":4,""490050012021"":4,""490351145003"":4,""190199503001"":4,""490050009003"":4,""490039606021"":4,""490039602003"":4}",8386.0,36.0,"{'<5': 18, '5-10': 243, '11-20': 109, '21-60': 343, '61-120': 223, '121-240': 36, '>240': 39}","[27,5,1,1,0,0,0,0,3,29,51,91,116,123,101,104,136,145,172,207,189,149,117,72]","{""Monday"":84,""Tuesday"":140,""Wednesday"":113,""Thursday"":198,""Friday"":192,""Saturday"":215,""Sunday"":69}","{""android"":325,""ios"":399}",9276.481395526118,6.549631892548204e-05,0.00015339037277042956,0.0005617590448207039,0.0008198695507260833,298,2734.314001846472,641,5881.527769072444,5580.0,7.0,POINT (-111.832564 41.757791),1144.9425632933721
123,Arby's,Arby's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,41.755591,-111.833816,1230 N Main St,Logan,UT,84341,"{'Mon': [['0:00', '1:00'], ['10:00', '24:00']], 'Tue': [['0:00', '1:00'], ['10:00', '24:00']], 'Wed': [['0:00', '1:00'], ['10:00', '24:00']], 'Thu': [['0:00', '1:00'], ['10:00', '24:00']], 'Fri': [['0:00', '1:00'], ['10:00', '24:00']], 'Sat': [['0:00', '1:00'], ['10:00', '24:00']], 'Sun': [['0:00', '1:00'], ['10:00', '24:00']]}","Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",978,786,"[0,16,19,25,27,45,53,47,39,22,24,24,29,34,48,43,13,31,34,38,39,33,59,25,31,28,42,35,29,46]",490050006002,"{""490050005021"":27,""490050003004"":26,""490050007022"":25,""490050012022"":19,""490050006004"":16,""490050004011"":14,""490039603005"":13,""490050005022"":13,""490050007012"":13,""490050006006"":12,""490050006001"":12,""490050003003"":11,""160419701002"":11,""490050011022"":11,""490050004021"":11,""490050002022"":11,""490050007011"":10,""490039601002"":10,""490050011011"":10,""490050001012"":10,""160419702003"":10,""490339501001"":9,""160419702001"":9,""490039602002"":9,""490050014012"":8,""490050012012"":8,""490050008002"":8,""490039603004"":8,""160719601002"":8,""490050013001"":7,""490050006005"":7,""490050014011"":7,""490050004012"":7,""490050005013"":7,""490050008004"":7,""490050002012"":7,""160419702004"":7,""490039602001"":7,""490050001013"":6,""490351139054"":6,""490050001022"":6,""490211103001"":6,""490050009002"":6,""490050009001"":6,""490050012021"":6,""490050004032"":6,""160299601001"":6,""490050013002"":5,""490050003001"":5,""490050010023"":5,""490050001021"":5,""490050002011"":5,""490050005012"":5,""490050002024"":5,""490050007023"":5,""490039603001"":4,""490050003002"":4,""490039608023"":4,""481130064011"":4,""490050010024"":4,""160050019004"":4,""490039606014"":4,""490490101043"":4,""490050002023"":4,""490039604001"":4,""490572103031"":4,""490050005011"":4,""490050004033"":4,""490050010021"":4,""490050004031"":4,""490111260021"":4,""490039604003"":4,""490111254062"":4,""490050004034"":4,""160419701005"":4,""490050014013"":4,""490039602003"":4,""160419702005"":4,""490050013003"":4,""490050010011"":4,""490050014023"":4,""490050008003"":4,""490050001011"":4,""490050015002"":4,""160079501003"":4,""490351129121"":4,""490050012013"":4,""160079501001"":4,""490039602006"":4,""490111260014"":4,""490050005014"":4,""490532708011"":4,""160419701004"":4,""490050014021"":4,""160319501002"":4,""490050006002"":4,""490572104041"":4,""490050011021"":4,""490490010021"":4,""160079502001"":4,""160719601001"":4,""490490101113"":4,""490451307032"":4,""490351112021"":4,""160419701003"":4,""490050008001"":4,""490070001002"":4,""490050011013"":4}","{""490050007022"":32,""490050005021"":27,""490050003004"":21,""490050004011"":18,""490050006004"":17,""490050012022"":17,""490050003003"":17,""490050005022"":14,""490050007012"":14,""490050011011"":14,""490050008003"":13,""490039603005"":13,""490050006006"":13,""490050002022"":11,""490050007011"":11,""490050010024"":11,""160419702003"":11,""490050006001"":11,""490050013001"":10,""490050004032"":9,""490050014012"":9,""160419701002"":9,""160419702001"":9,""490050005013"":9,""490339501001"":8,""490039603001"":8,""490039603002"":8,""490050004021"":8,""490050012012"":8,""490050008002"":8,""490050006002"":7,""490050001021"":7,""490050008004"":6,""490050012021"":6,""490050010021"":6,""490050014021"":6,""490050013002"":6,""420035640001"":6,""160079501003"":5,""490050003002"":5,""490050011022"":5,""490039602004"":5,""490050003001"":5,""490050002012"":5,""490050002023"":5,""490039606013"":5,""490039602001"":5,""490050004031"":5,""490050004033"":5,""490050004012"":5,""490050006005"":5,""490039605001"":4,""490039606014"":4,""490050014023"":4,""160719601002"":4,""490050010011"":4,""490111269022"":4,""490451311001"":4,""490111251032"":4,""490050004022"":4,""490111261042"":4,""320030059051"":4,""490050001011"":4,""490039601002"":4,""490050014022"":4,""060710098004"":4,""490050002011"":4,""490351130071"":4,""490050014013"":4,""490050009002"":4,""490572003001"":4,""490050014011"":4,""490039603004"":4,""490050011013"":4,""160010007021"":4,""160079502001"":4,""490351139054"":4,""490050010022"":4,""490111254033"":4,""490451309002"":4,""490351135272"":4,""160419702004"":4,""490111254011"":4,""490050002024"":4,""490050001022"":4,""490050001012"":4,""490050012011"":4,""160299601003"":4,""490039602003"":4,""490050009001"":4,""490111260014"":4,""490039605004"":4,""490050007023"":4,""490039604001"":4,""490039602006"":4,""490011001002"":4,""490050011021"":4,""490351134072"":4,""490039606022"":4,""490039608023"":4,""160079502002"":4,""160419701004"":4,""490039604003"":4,""160419702005"":4,""490050010023"":4,""481130108034"":4,""160419701005"":4,""490050005011"":4,""160719601001"":4,""490039602002"":4}",8292.0,10.0,"{'<5': 64, '5-10': 484, '11-20': 190, '21-60': 209, '61-120': 19, '121-240': 3, '>240': 9}","[17,3,3,2,2,2,2,5,8,14,51,93,140,152,133,129,96,89,112,79,46,37,50,33]","{""Monday"":111,""Tuesday"":113,""Wednesday"":154,""Thursday"":161,""Friday"":157,""Saturday"":203,""Sunday"":79}","{""android"":335,""ios"":451}",8973.688234247817,6.335845688340398e-05,0.00016675633886245868,0.0005434226961767046,0.0007931082300792378,31,284.4420605947672,240,2202.132082024004,6300.0,7.0,POINT (-111.833816 41.75559100000001),1461.185856597898
124,Burger King,Burger King,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,41.735418,-111.834456,202 N Main St,Logan,UT,84321,"{'Mon': [['7:00', '21:00']], 'Tue': [['7:00', '21:00']], 'Wed': [['7:00', '21:00']], 'Thu': [['7:00', '21:00']], 'Fri': [['7:00', '21:00']], 'Sat': [['7:00', '21:00']], 'Sun': [['7:00', '21:00']]}","Counter Service,Late Night,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",565,415,"[17,19,20,25,23,29,23,24,15,19,18,18,23,17,21,9,15,29,13,17,12,24,14,12,20,20,11,20,20,18]",490050008003,"{""490050008003"":59,""490050006003"":19,""490050012022"":11,""490050012012"":11,""490050003003"":9,""490050005012"":8,""490039603002"":7,""490050011022"":7,""490050014012"":7,""490050007012"":6,""490050009002"":5,""490050010023"":5,""490050012011"":5,""490050002022"":5,""490050010011"":5,""490039602003"":5,""490050011023"":4,""490039603006"":4,""490050005011"":4,""490050011021"":4,""490050003002"":4,""410390028001"":4,""490050013003"":4,""490050013002"":4,""490532708011"":4,""490039603001"":4,""490039602005"":4,""490039602001"":4,""490050003001"":4,""490490102144"":4,""490050014011"":4,""490050001013"":4,""490111259051"":4,""490039603005"":4,""490050002011"":4,""560430003011"":4,""490111253014"":4,""160010103341"":4,""490050007013"":4,""490050015002"":4,""490050004011"":4,""490070006003"":4,""160419702004"":4,""560299651001"":4,""160050004001"":4,""490050011011"":4,""490050005013"":4,""490050002023"":4,""490050003004"":4,""490572111004"":4,""490059801001"":4,""490111265001"":4,""490050009003"":4,""490050014022"":4,""490050005014"":4,""490050005021"":4,""490050005022"":4,""490050012013"":4,""490050014023"":4,""160079501003"":4,""490351134072"":4,""490050006001"":4,""490050011012"":4,""490039602004"":4,""490111254011"":4,""490050011013"":4,""490050007011"":4,""490050010012"":4}","{""490050008003"":29,""490050006003"":20,""490050003003"":14,""490050012012"":12,""490050012022"":10,""490050014012"":8,""490050010023"":6,""490050006001"":6,""490050003001"":5,""490490102144"":5,""490532708011"":5,""490050010011"":5,""490050006002"":5,""490050005021"":4,""360290066021"":4,""490050004011"":4,""490572112013"":4,""560239782001"":4,""490050008004"":4,""490050001021"":4,""490050013003"":4,""490050009002"":4,""490050011022"":4,""490039602001"":4,""490050008001"":4,""450350108152"":4,""490050004012"":4,""490050011011"":4,""490039603002"":4,""490572103042"":4,""490050010012"":4,""490039603001"":4,""490050007022"":4,""160419702004"":4,""490111260014"":4,""490050013002"":4,""490050004021"":4,""490050001013"":4,""490111268012"":4,""160079501003"":4,""490050005013"":4,""490050012013"":4,""490050010024"":4,""040159501002"":4,""490050006004"":4,""490050003004"":4,""490050012011"":4,""490039604001"":4,""490050014011"":4,""490039602004"":4,""320079512022"":4,""490050007012"":4,""490339501002"":4,""490532708012"":4,""490050011021"":4,""490050002022"":4,""490572111004"":4,""530530724083"":4,""490050015002"":4,""490050014022"":4,""490572102032"":4,""490050005022"":4,""490351145003"":4,""490039602003"":4}",5122.0,13.0,"{'<5': 27, '5-10': 223, '11-20': 92, '21-60': 107, '61-120': 49, '121-240': 28, '>240': 39}","[61,62,50,45,28,7,8,13,25,24,34,41,47,47,45,41,31,24,66,72,71,77,101,80]","{""Monday"":92,""Tuesday"":74,""Wednesday"":80,""Thursday"":72,""Friday"":106,""Saturday"":75,""Sunday"":66}","{""android"":294,""ios"":120}",5184.185943098177,3.660278950830598e-05,8.80456496538427e-05,0.0003139405146624112,0.0004581862474384145,116,1064.3638396449353,223,2046.1477262139704,5880.0,7.0,POINT (-111.834456 41.73541799999999),575.500513370248
125,Northwestern Mutual,Northwestern Mutual,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,41.735645,-111.833386,45 E 200 N,Logan,UT,84321,,"Business Consulting,Estate Planning,Financial Advice",4,4,"[0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0]",490050008003,"{""490050009002"":5,""490050012022"":4}",{},,115.0,"{'<5': 0, '5-10': 1, '11-20': 1, '21-60': 0, '61-120': 0, '121-240': 1, '>240': 1}","[0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,1,1,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":1,""Wednesday"":1,""Thursday"":0,""Friday"":2,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",36.702201367066735,2.591347929791574e-07,8.486327677478814e-07,0.0002774117483875442,0.0006408202499198974,2,18.351100683533367,2,18.351100683533367,,,POINT (-111.833386 41.73564499999999),878.492237206199
126,Jennie Morrell,,Personal Care Services,"Hair, Nail, and Skin Care Services",81211.0,41.684816,-111.823235,118 N Main St,Millville,UT,84321,"{'Mon': [], 'Tue': [['9:30', '17:30']], 'Wed': [['9:30', '17:30']], 'Thu': [], 'Fri': [['13:00', '17:30']], 'Sat': [['11:30', '17:30']], 'Sun': []}",,14,6,"[0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,3,1,1,0,1,1,0,0,0,0]",490050012011,"{""490572002033"":4}","{""490572002033"":4,""490050012011"":4}",36384.0,39.0,"{'<5': 1, '5-10': 3, '11-20': 2, '21-60': 2, '61-120': 1, '121-240': 2, '>240': 3}","[2,2,2,2,2,2,2,2,0,2,1,0,4,2,2,3,4,2,1,3,4,2,2,2]","{""Monday"":1,""Tuesday"":3,""Wednesday"":0,""Thursday"":3,""Friday"":2,""Saturday"":3,""Sunday"":2}","{""android"":4,""ios"":5}",128.45770478473358,9.069717754270508e-07,1.2729491516218222e-06,0.0003279226102639777,0.0006524069155133044,6,55.0533020506001,8,73.40440273413347,1590.0,4.0,POINT (-111.823235 41.684816),13322.781439919389
127,Spencer Butterfield Equity Real Estate,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,41.706951,-111.817488,48 S Main St,Providence,UT,84332,,,6,4,"[0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]",490050011013,"{""490050011011"":4,""490139405003"":4}","{""490139405003"":4}",,74.0,"{'<5': 0, '5-10': 1, '11-20': 0, '21-60': 2, '61-120': 2, '121-240': 1, '>240': 0}","[0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,0,1,0,0]","{""Monday"":0,""Tuesday"":4,""Wednesday"":0,""Thursday"":1,""Friday"":1,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",55.0533020506001,3.887021894687361e-07,8.486327677478814e-07,0.0004621072088724584,0.0010300429184549,3,27.52665102530005,5,45.877751708833415,,,POINT (-111.817488 41.706951),6485.268016617677
128,Prime Lending,Prime Lending,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310.0,41.717288,-111.830944,545 W 465 N Ste 150,Providence,UT,84332,"{'Mon': [['8:30', '17:00']], 'Tue': [['8:30', '17:00']], 'Wed': [['8:30', '17:00']], 'Thu': [['8:30', '17:00']], 'Fri': [['8:30', '17:00']], 'Sat': [], 'Sun': []}","Mortgage Broker,Mortgage Lender",3,2,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0]",490050011011,"{""490050010021"":4}",{},,5.0,"{'<5': 1, '5-10': 1, '11-20': 0, '21-60': 1, '61-120': 0, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":1,""Thursday"":1,""Friday"":1,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",27.52665102530005,1.9435109473436805e-07,4.243163838739407e-07,0.000237398116641608,0.000430416068866571,0,0.0,1,9.175550341766684,2550.0,5.0,POINT (-111.830944 41.71728799999999),1320.8067911594273
129,Chevron,Chevron,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,41.735096,-111.860081,1020 W 200 N,Logan,UT,84321,,,986,483,"[31,44,27,28,37,42,38,27,34,15,30,27,33,45,37,34,11,37,38,37,43,44,32,15,34,37,28,30,36,35]",490050003003,"{""490050003004"":29,""490050003003"":20,""490050012022"":12,""490050005021"":10,""490050005022"":10,""490050002022"":9,""490050010012"":9,""490050013001"":9,""490050010023"":8,""490050002024"":8,""490050012021"":8,""490050002011"":8,""490050013002"":8,""490050004011"":8,""490039602003"":7,""160419701002"":7,""490039601002"":7,""490050011011"":7,""490050010011"":7,""490050004021"":6,""490050003001"":6,""490050001011"":6,""490050005013"":6,""490050008003"":6,""490050010024"":6,""490050013003"":5,""490050006004"":5,""490050012011"":5,""490050014011"":5,""490050004032"":5,""490050011013"":5,""490050014012"":5,""490050010022"":4,""490039603004"":4,""490050005012"":4,""490039602004"":4,""CA:48020245"":4,""490339501002"":4,""160270223003"":4,""490039604001"":4,""490039603005"":4,""490050002023"":4,""490050006002"":4,""490050015001"":4,""481410103411"":4,""460990102001"":4,""490050014013"":4,""490050007012"":4,""490050001012"":4,""160419701004"":4,""490050001013"":4,""490050002012"":4,""490050003002"":4,""490050009003"":4,""160419701005"":4,""120950167091"":4,""490050004031"":4,""490050007022"":4,""490111258082"":4,""490050014022"":4,""490351134081"":4,""160419702001"":4,""490050006006"":4,""340258105022"":4,""160679701002"":4,""490351020001"":4,""490050001021"":4,""160779601001"":4,""160399602001"":4,""490490002032"":4,""490050011012"":4,""490050014021"":4,""490490104102"":4,""560239780004"":4,""130570909044"":4}","{""490050003004"":27,""490050003003"":20,""490050014021"":11,""490050004011"":11,""490050002012"":10,""490050011011"":9,""490050010024"":9,""490050004032"":9,""490050005013"":8,""490050010023"":8,""490050002024"":7,""160119501001"":7,""490050002022"":7,""490050005021"":7,""490050002011"":7,""490339501001"":7,""490050012022"":7,""490039604002"":7,""490050003001"":7,""490050007022"":7,""490050013001"":6,""490050004021"":6,""490039601002"":6,""490050005012"":6,""490050013003"":6,""490050010012"":6,""490050001011"":6,""490050005022"":6,""490039608011"":5,""490050012021"":5,""490050001012"":5,""490039602003"":5,""490039603005"":5,""490050005011"":4,""490050002021"":4,""490050003002"":4,""490351122013"":4,""490039604001"":4,""340258105022"":4,""490050010021"":4,""490050001013"":4,""490050009003"":4,""160419701001"":4,""490050007012"":4,""490050004012"":4,""490050011022"":4,""490050011013"":4,""160419701005"":4,""490111259052"":4,""160050005001"":4,""490039607013"":4,""490050006005"":4,""490490002032"":4,""490111255011"":4,""490532708011"":4,""490351145003"":4,""490050010011"":4,""490050001021"":4,""490050010022"":4,""490050006004"":4,""560239780004"":4,""160270218002"":4,""160419702001"":4,""490050013002"":4,""490050008003"":4,""490572105052"":4,""490050001022"":4,""490572102031"":4,""490351137011"":4,""160299601001"":4,""160419701002"":4,""490039603004"":4,""490050014012"":4,""490050004031"":4,""490050011021"":4,""481130078203"":4,""490039602004"":4,""490039602006"":4,""490050014013"":4,""160419701004"":4,""490572104034"":4}",10711.0,8.0,"{'<5': 75, '5-10': 608, '11-20': 93, '21-60': 69, '61-120': 31, '121-240': 45, '>240': 65}","[23,14,7,15,43,56,54,100,102,133,125,135,153,151,112,97,98,80,65,55,58,48,35,15]","{""Monday"":129,""Tuesday"":139,""Wednesday"":140,""Thursday"":156,""Friday"":175,""Saturday"":179,""Sunday"":68}","{""android"":277,""ios"":206}",9047.09263698195,6.38767264693623e-05,0.00010247240670555667,0.0023764017998953,0.0035788304556293,141,1293.7525981891024,210,1926.8655717710035,,,POINT (-111.860081 41.735096000000006),6430.36158695589
