,location_name,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,open_hours,category_tags,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,distance_from_home,median_dwell,bucketed_dwell_times,popularity_by_hour,popularity_by_day,device_type,normalized_visits_by_state_scaling,normalized_visits_by_total_visits,normalized_visits_by_total_visitors,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors,tier1,normalized_tier1,tier2,normalized_tier2,weekly_minutes_open,weekly_days_open,geometry,dist_to_charger
1336,Sprinkler Store,,Department Stores,Department Stores,452210.0,41.701727,-111.852936,1710 S State Highway 89,Logan,UT,84321,,,14,9,"[0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0]",490050012022,"{""490050007023"":4}","{""490050003003"":4}",6999.0,13.5,"{'<5': 1, '5-10': 5, '11-20': 2, '21-60': 4, '61-120': 0, '121-240': 0, '>240': 2}","[2,2,2,2,2,2,2,2,2,2,2,3,2,2,0,1,0,2,2,1,3,2,2,2]","{""Monday"":1,""Tuesday"":0,""Wednesday"":2,""Thursday"":3,""Friday"":2,""Saturday"":5,""Sunday"":1}","{""android"":6,""ios"":0}",128.45770478473358,9.069717754270508e-07,1.909423727432733e-06,0.0002674409719569038,0.0003581387020030186,2,18.351100683533367,6,55.0533020506001,,,POINT (-111.852936 41.701727),8873.94601584395
1337,Rocky Mountain Artificial Limb and Brace,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,41.758986,-111.824568,1485 N 400 E,Logan,UT,84341,"{'Mon': [['8:00', '17:00']], 'Tue': [['8:00', '17:00']], 'Wed': [['8:00', '17:00']], 'Thu': [['8:00', '17:00']], 'Fri': [['8:00', '17:00']], 'Sat': [], 'Sun': []}",Orthopedists,2,2,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]",490050004011,{},{},,88.5,"{'<5': 0, '5-10': 1, '11-20': 0, '21-60': 0, '61-120': 0, '121-240': 1, '>240': 0}","[0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":1,""Thursday"":1,""Friday"":0,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":4}",18.351100683533367,1.295673964895787e-07,4.243163838739407e-07,3.138682694872962e-05,5.856172405715624e-05,1,9.175550341766684,1,9.175550341766684,2700.0,5.0,POINT (-111.824568 41.75898599999999),1242.8537923176973
1338,The Church of Jesus Christ of Latter day Saints,,Religious Organizations,Religious Organizations,813110.0,42.186892,-112.009026,604 S Main Hwy,Clifton,ID,83228,,Churches,77,23,"[0,0,1,0,4,4,1,1,0,13,0,4,2,2,2,7,11,1,2,0,5,0,3,7,1,3,0,2,1,0]",160419701005,"{""160419701005"":17,""160419701004"":4,""160419701002"":4}","{""160419701005"":15}",2826.0,39.0,"{'<5': 2, '5-10': 10, '11-20': 16, '21-60': 18, '61-120': 15, '121-240': 15, '>240': 1}","[0,0,0,0,0,0,1,1,12,18,19,17,11,9,12,4,7,8,12,22,8,0,0,0]","{""Monday"":2,""Tuesday"":13,""Wednesday"":6,""Thursday"":10,""Friday"":4,""Saturday"":10,""Sunday"":32}","{""android"":17,""ios"":4}",662.4330773179128,8.406309929074762e-06,8.224887006144707e-06,0.0006030135012373524,0.0015559013114025,31,266.693836322796,49,421.5483219295808,,,POINT (-112.009026 42.18689200000001),162951.0550877212
1339,The Church of Jesus Christ of Latter day Saints,,Religious Organizations,Religious Organizations,813110.0,42.012727,-111.879628,165 W 4800 S,Preston,ID,83263,,Churches,93,45,"[1,2,0,0,6,0,5,0,0,12,0,4,0,0,1,6,10,0,2,0,1,1,0,19,10,4,0,0,2,7]",160419702005,"{""160419702005"":16,""160419701005"":4,""490050005021"":4,""160719601003"":4,""490490007082"":4,""160419701004"":4,""160299602002"":4,""490050001013"":4}","{""160419702005"":16,""490572105081"":4,""160010104012"":4,""160419701004"":4,""160419701003"":4}",8685.0,92.0,"{'<5': 0, '5-10': 11, '11-20': 3, '21-60': 14, '61-120': 39, '121-240': 23, '>240': 3}","[0,0,0,0,0,0,0,4,21,22,24,31,33,24,5,4,2,4,19,22,15,4,0,3]","{""Monday"":10,""Tuesday"":16,""Wednesday"":0,""Thursday"":6,""Friday"":5,""Saturday"":15,""Sunday"":41}","{""android"":20,""ios"":21}",800.0815089683881,1.0153075628622764e-05,1.6092170229413554e-05,0.0007283150079879711,0.0018792054800056,65,559.1967535800562,79,679.6391312742221,,,POINT (-111.87962800000001 42.012727000000005),92692.41157233497
1340,School Park,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,41.635275,-111.932464,W 200 S & S 100 E,Wellsville,UT,84339,,,422,235,"[22,11,17,12,15,12,8,21,16,31,15,15,17,20,13,13,18,12,6,9,7,5,22,18,17,7,9,7,11,16]",490050013002,"{""490050013002"":82,""490050013003"":17,""490050003001"":7,""490050013001"":6,""490039602003"":5,""490050012012"":5,""490050014022"":4,""490050012022"":4,""490050004012"":4,""490050014021"":4,""220050310004"":4,""490050003004"":4,""490050012011"":4,""490050003003"":4,""490050014013"":4,""490050006003"":4,""490490101091"":4,""490111270041"":4,""490050011012"":4,""490050009001"":4,""490351126055"":4}","{""490050013002"":64,""490050013003"":16,""490050003003"":11,""490050013001"":9,""490050012011"":8,""490050003001"":6,""490050012022"":6,""490050003004"":4,""490050012012"":4,""490050015002"":4,""490111264042"":4,""490050006003"":4,""160199701004"":4,""490050004012"":4,""490050015001"":4,""490039603001"":4,""490050011011"":4,""490039608011"":4,""160270209012"":4,""181139726001"":4,""490050004031"":4,""490050011012"":4,""490050004032"":4,""490050005012"":4,""560379708003"":4,""490039607012"":4,""490351023002"":4}",4464.0,60.5,"{'<5': 7, '5-10': 65, '11-20': 47, '21-60': 92, '61-120': 57, '121-240': 53, '>240': 101}","[94,79,76,68,64,45,42,48,52,59,60,62,56,45,51,42,40,31,72,88,112,130,143,135]","{""Monday"":56,""Tuesday"":43,""Wednesday"":47,""Thursday"":42,""Friday"":72,""Saturday"":78,""Sunday"":84}","{""android"":197,""ios"":40}",3872.08224422554,2.7338720659301103e-05,4.9857175105188034e-05,0.0004407812482047565,0.0009651339637960412,211,1936.04112211277,303,2780.191753555305,,,POINT (-111.932464 41.63527500000001),41397.68288268435
1341,The Church of Jesus Christ of Latter day Saints,,Religious Organizations,Religious Organizations,813110.0,41.806759,-111.809927,401 N 400 E,Hyde Park,UT,84318,,Churches,3,3,"[0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0]",490050004034,"{""490050004033"":6,""490351034003"":4}",{},,114.0,"{'<5': 0, '5-10': 0, '11-20': 1, '21-60': 0, '61-120': 2, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":2,""Thursday"":0,""Friday"":0,""Saturday"":1,""Sunday"":0}","{""android"":4,""ios"":0}",27.52665102530005,1.9435109473436805e-07,6.364745758109111e-07,1.3895579353021823e-05,3.11779011036977e-05,2,18.351100683533367,2,18.351100683533367,,,POINT (-111.809927 41.80675900000001),16666.073633054282
1342,Franklin County Assessors Office,,Administration of Economic Programs,Regulation and Administration of Transportation Programs,926120.0,42.096034,-111.878817,51 W Oneida St,Preston,ID,83263,"{'Mon': [['9:00', '17:00']], 'Tue': [['9:00', '17:00']], 'Wed': [['9:00', '17:00']], 'Thu': [['9:00', '17:00']], 'Fri': [['9:00', '17:00']], 'Sat': [], 'Sun': []}",DMV,203,87,"[13,0,2,10,8,12,11,5,0,1,7,11,8,11,5,1,1,10,11,8,14,6,6,1,11,5,7,9,8,1]",160419702001,"{""160419702003"":23,""160419702001"":10,""160419702004"":8,""160419701005"":7,""160419701002"":6,""160419702002"":5,""160419701001"":4,""160419701004"":4,""490050014021"":4,""160419701003"":4,""160419702005"":4,""490050002022"":4,""490050003001"":4,""490050001021"":4,""490572012001"":4}","{""160419702003"":19,""160419702001"":9,""160419701004"":7,""160419702004"":6,""160419702005"":6,""160419701002"":6,""160419701005"":5,""160419701001"":4,""160419702002"":4,""160659503024"":4,""490050006001"":4,""160050019004"":4,""490050010024"":4}",5453.0,83.0,"{'<5': 4, '5-10': 43, '11-20': 16, '21-60': 31, '61-120': 9, '121-240': 37, '>240': 63}","[0,0,1,1,2,2,6,58,79,87,85,85,87,88,80,36,32,21,4,8,7,4,2,1]","{""Monday"":38,""Tuesday"":35,""Wednesday"":35,""Thursday"":45,""Friday"":37,""Saturday"":8,""Sunday"":5}","{""android"":54,""ios"":37}",1746.4144765654064,2.2162089813015283e-05,3.1111529110199537e-05,0.0199332285938727,0.0395865834633385,109,937.7299406188635,140,1204.4237769416595,2400.0,5.0,POINT (-111.878817 42.096034),122697.59274184196
1343,Preston Physical Therapy,,Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340.0,42.096076,-111.880024,10 S 1st W,Preston,ID,83263,,Physical Therapy,23,19,"[0,0,1,1,1,4,1,0,1,0,1,2,2,1,1,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1]",160419702001,"{""160419701004"":5,""160050019004"":4,""160419702001"":4}","{""160419701002"":9,""490050004022"":4,""160419701004"":4,""160419702003"":4,""160419701005"":4}",10373.0,10.0,"{'<5': 2, '5-10': 10, '11-20': 3, '21-60': 3, '61-120': 5, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,0,1,3,3,2,0,2,4,5,5,7,2,0,0,0,0,0,0]","{""Monday"":3,""Tuesday"":6,""Wednesday"":8,""Thursday"":2,""Friday"":1,""Saturday"":2,""Sunday"":1}","{""android"":8,""ios"":10}",197.86962049755837,2.510975693100253e-06,6.794471874641279e-06,0.0003654041687849517,0.0007849293563579278,5,43.01513489077357,8,68.8242158252377,,,POINT (-111.880024 42.096076000000004),122754.3030295118
1344,Meraki Floral,,Florists,Florists,453110.0,41.731146,-111.834295,22 E Center St,Logan,UT,84321,,Floral Designs,327,270,"[16,16,3,17,18,16,22,14,8,3,12,18,3,14,9,18,0,12,5,6,5,12,25,1,17,1,16,3,10,7]",490050008003,"{""490050014011"":10,""490050008001"":10,""490050007012"":8,""490039608012"":7,""490050012021"":7,""490050011013"":6,""490050004021"":6,""160419702003"":5,""490050012022"":5,""490050009001"":5,""490050013001"":4,""490050004032"":4,""490490103051"":4,""490050006006"":4,""490050014021"":4,""490039603003"":4,""160779602003"":4,""490490102144"":4,""490050004034"":4,""490050011011"":4,""490490002033"":4,""490050002023"":4,""490050005022"":4,""490351025001"":4,""270359514004"":4,""160299602001"":4,""490039607012"":4,""490050001012"":4,""490050014022"":4,""490050009002"":4,""490351135214"":4,""490050004011"":4,""340270411003"":4,""490050002012"":4,""490050011012"":4,""490050003004"":4,""490050001021"":4,""490050007022"":4,""490351131012"":4,""490050005021"":4,""490050012011"":4,""490050003001"":4,""160079502003"":4,""490050007013"":4,""490039603002"":4,""060730193011"":4,""490050008004"":4,""490519602001"":4,""490490103031"":4,""490050006004"":4,""490050011022"":4,""490039602002"":4,""490050014012"":4,""490050002024"":4,""490039608023"":4,""490050010012"":4,""490439641022"":4}","{""490050003003"":11,""490050012021"":6,""490050002024"":6,""490050004011"":6,""490050010012"":6,""490050011011"":6,""490050005021"":5,""490050004021"":5,""490050012022"":5,""490050010023"":5,""490351025001"":5,""490050009001"":4,""490050011012"":4,""490050007012"":4,""040134216022"":4,""490050007022"":4,""490339501001"":4,""490050001012"":4,""490050006006"":4,""490050007011"":4,""490050004022"":4,""490050014011"":4,""490050001021"":4,""490050003001"":4,""490050005011"":4,""490050010011"":4,""490111269011"":4,""490050012013"":4,""490050014012"":4,""490050008002"":4,""490050002023"":4,""490050002012"":4,""490439641023"":4,""490351131012"":4,""490050006004"":4,""490351134071"":4,""490050004031"":4,""490039605003"":4,""490050010024"":4,""490039608012"":4,""490050003004"":4,""490050006001"":4,""490050011021"":4,""490490103031"":4,""490050004034"":4,""490039607012"":4,""490111253031"":4,""490050012011"":4,""490519602001"":4,""490050014021"":4,""160079502003"":4,""160419702003"":4}",11275.0,29.0,"{'<5': 10, '5-10': 67, '11-20': 36, '21-60': 152, '61-120': 23, '121-240': 14, '>240': 25}","[12,11,10,9,9,9,9,6,4,8,17,40,79,68,57,29,33,47,62,66,28,17,18,13]","{""Monday"":58,""Tuesday"":42,""Wednesday"":41,""Thursday"":44,""Friday"":61,""Saturday"":74,""Sunday"":7}","{""android"":146,""ios"":122}",3000.4049617577057,2.118426932604612e-05,5.728271182298199e-05,0.0087174428834208,0.0150649589975122,62,568.8841211895344,214,1963.5677731380704,,,POINT (-111.834295 41.73114599999999),1564.0830193091695
1345,Aggie Chocolate Factory,,Specialty Food Stores,Confectionery and Nut Stores,445292.0,41.751443,-111.814652,1111 N 800 E Apt A104,Logan,UT,84341,,Gourmet,106,42,"[4,4,6,1,4,4,2,4,2,4,2,2,3,5,5,3,0,3,4,3,5,6,7,9,4,0,3,3,3,1]",490050006004,"{""490050006004"":10,""490050007022"":4,""490572102031"":4,""490050014011"":4,""490572104021"":4,""490111260021"":4,""490050009003"":4,""490050014022"":4}","{""490050006004"":10,""490490101043"":4,""490351129053"":4,""490572104021"":4,""490050010022"":4,""490050006001"":4,""490111260021"":4,""490050001022"":4}",1760.0,40.5,"{'<5': 1, '5-10': 17, '11-20': 8, '21-60': 40, '61-120': 15, '121-240': 22, '>240': 3}","[0,0,0,1,0,2,3,4,7,9,14,16,18,14,14,20,23,23,13,13,15,12,6,2]","{""Monday"":10,""Tuesday"":10,""Wednesday"":13,""Thursday"":15,""Friday"":22,""Saturday"":17,""Sunday"":19}","{""android"":20,""ios"":20}",972.6083362272684,6.867072013947671e-06,8.910644061352754e-06,0.0021369675221256,0.0038380766166992,40,367.0220136706673,80,734.0440273413346,,,POINT (-111.814652 41.75144300000004),2776.2199394448853
1346,Freckle Farm,,Florists,Florists,453110.0,41.803642,-111.834306,3915 N Highway 91,Hyde Park,UT,84318,"{'Mon': [['10:00', '18:00']], 'Tue': [['10:00', '18:00']], 'Wed': [['10:00', '18:00']], 'Thu': [['10:00', '18:00']], 'Fri': [['10:00', '18:00']], 'Sat': [['10:00', '18:00']], 'Sun': []}",,76,71,"[4,3,0,1,1,2,2,6,2,0,2,1,0,1,4,12,0,1,0,3,1,7,4,0,4,3,0,2,5,5]",490050004032,"{""490050005021"":6,""490050008003"":4,""160419701002"":4,""490050003002"":4,""490050002022"":4,""160299601003"":4,""160419702001"":4,""490451311001"":4,""490490102193"":4,""490050013003"":4,""490050002024"":4,""490050004031"":4,""490050010012"":4,""490050012021"":4,""490050001011"":4,""490351134071"":4,""490050004021"":4}","{""490050010012"":7,""490050007022"":6,""490050005021"":5,""490039602001"":5,""490050011022"":5,""490050002023"":4,""490050003002"":4,""490050013003"":4,""490050007013"":4,""160419701002"":4,""490111254031"":4,""490050004034"":4,""490050003004"":4,""490490103031"":4,""490050006001"":4,""490050010023"":4,""490050004031"":4,""490050004032"":4}",8449.0,19.0,"{'<5': 6, '5-10': 20, '11-20': 17, '21-60': 31, '61-120': 2, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,0,1,1,3,6,8,6,20,18,6,8,8,2,1,2,1,2,2]","{""Monday"":8,""Tuesday"":5,""Wednesday"":5,""Thursday"":6,""Friday"":26,""Saturday"":26,""Sunday"":0}","{""android"":27,""ios"":37}",697.341825974268,4.923561066603991e-06,1.5063231627524894e-05,0.00202607235211,0.003501336036119,2,18.351100683533367,33,302.79316127830054,2880.0,6.0,POINT (-111.834306 41.803642),15522.545075590244
1347,Weslo Proform,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,41.817357,-111.833793,965 S Main St,Smithfield,UT,84335,,Fitness Equipment,281,156,"[9,15,0,5,7,7,9,9,17,1,10,11,10,14,9,12,1,10,12,11,11,11,14,1,13,14,9,14,8,7]",490050002012,"{""490050002022"":19,""490050002011"":12,""490050002012"":10,""490050002023"":10,""490059801001"":9,""490050004021"":9,""490050003001"":7,""490050001013"":6,""490050002024"":6,""490050001012"":6,""160419702003"":5,""160419702004"":4,""490572009001"":4,""490050004032"":4,""490050012012"":4,""490490103031"":4,""490050010022"":4,""080410045101"":4,""490039607013"":4,""490050011012"":4,""490050003002"":4,""490050011011"":4,""490351119051"":4,""160419701002"":4,""490050001011"":4,""490050003003"":4,""490572103022"":4,""490351130162"":4}","{""490050002022"":16,""490050001013"":10,""490050002012"":9,""490050002023"":9,""490050002011"":8,""160419702004"":7,""490050001011"":7,""490050002024"":7,""490050003003"":6,""160419702003"":6,""490050003001"":5,""490050011022"":4,""490050004021"":4,""160419701005"":4,""490351119051"":4,""490050004011"":4,""490050012012"":4,""490050004032"":4,""490050004033"":4,""490039602002"":4,""490351145003"":4,""160419701002"":4,""490572112021"":4,""490050002021"":4,""160419701001"":4,""490050003004"":4,""490351130162"":4,""490490103031"":4,""490050001021"":4}",7295.0,7.0,"{'<5': 24, '5-10': 223, '11-20': 21, '21-60': 1, '61-120': 2, '121-240': 3, '>240': 7}","[0,0,0,0,0,0,4,11,21,17,17,34,42,38,53,25,18,23,17,31,5,1,1,0]","{""Monday"":38,""Tuesday"":44,""Wednesday"":37,""Thursday"":48,""Friday"":46,""Saturday"":65,""Sunday"":3}","{""android"":60,""ios"":97}",2578.329646036438,1.8204219206785807e-05,3.309667794216737e-05,0.0013412695760919,0.0020876516519193,12,110.1066041012002,13,119.28215444296688,,,POINT (-111.833793 41.81735700000002),20414.73620275022
1348,Terrace Grove Assisted Living Center,,Nursing and Residential Care Facilities,,623.0,41.737948,-111.82995,345 N 200 E,Logan,UT,84321,,Assisted Living,21,11,"[0,1,3,2,0,0,0,1,1,0,1,0,0,0,2,1,3,3,1,0,0,0,0,1,0,0,0,1,0,0]",490050008003,"{""490050008003"":4,""160299602002"":4}","{""490050008003"":4,""490490105041"":4,""490050003004"":4}",4474.0,53.0,"{'<5': 0, '5-10': 5, '11-20': 2, '21-60': 4, '61-120': 2, '121-240': 2, '>240': 6}","[3,4,5,5,5,5,5,4,4,5,6,4,5,6,5,4,5,4,1,1,4,7,7,4]","{""Monday"":6,""Tuesday"":1,""Wednesday"":0,""Thursday"":1,""Friday"":3,""Saturday"":3,""Sunday"":7}","{""android"":4,""ios"":5}",192.68655717710035,1.3604576631405763e-06,2.333740111306674e-06,0.0011701771982614,0.0030536571179293,10,91.75550341766683,14,128.45770478473358,,,POINT (-111.82995 41.737948),2072.044619356457
1349,Cafe Rio,Cafe Rio,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,41.758989,-111.83375,1460 N Main St,Logan,UT,84341,"{'Mon': [['10:30', '22:00']], 'Tue': [['10:30', '22:00']], 'Wed': [['10:30', '22:00']], 'Thu': [['10:30', '23:00']], 'Fri': [['10:30', '23:00']], 'Sat': [['10:30', '23:00']], 'Sun': [['10:30', '22:00']]}","Counter Service,Lunch,Mexican Food,Catering,Dinner",553,432,"[26,31,8,27,16,18,22,23,17,18,14,17,14,18,20,23,6,22,15,19,24,22,21,16,11,18,14,27,8,18]",490050004011,"{""490050006004"":19,""490050006006"":17,""490050007022"":15,""490050004034"":14,""490050004021"":11,""490050004011"":8,""490050014022"":8,""490039606021"":8,""490050001011"":8,""490050013001"":7,""490050012022"":7,""490050006001"":7,""490050004031"":7,""490050004032"":7,""490050014011"":7,""490050005021"":7,""490050004033"":6,""490050003004"":6,""490050007011"":6,""490050004022"":6,""490050008001"":6,""490050014012"":5,""160419702003"":5,""490050002023"":5,""490050005022"":5,""490050012012"":5,""490050008003"":5,""490339501001"":5,""490050011021"":5,""471359302001"":4,""490050012011"":4,""490039607011"":4,""490050011011"":4,""490099601001"":4,""160050003004"":4,""051430104032"":4,""490050001021"":4,""490050005014"":4,""490050014021"":4,""490050002024"":4,""160419702001"":4,""490050006002"":4,""490050004012"":4,""490111254012"":4,""490050002022"":4,""160419702004"":4,""490050001013"":4,""490050007012"":4,""490050013002"":4,""490039602003"":4,""490111253051"":4,""490050006005"":4,""160419701002"":4,""160419701004"":4,""490050005013"":4,""490490031042"":4,""490050009003"":4,""080410073002"":4,""490050010011"":4,""490230102001"":4,""490050003003"":4,""490050008002"":4,""490050001012"":4,""490490102122"":4,""490050007023"":4,""490050011023"":4,""490050010012"":4,""490490018014"":4,""490050012021"":4,""490050002011"":4,""080010085411"":4,""490050001022"":4,""490039601002"":4,""490490027021"":4,""300990002002"":4,""490050010022"":4,""490050013003"":4,""490039606014"":4,""490039608023"":4,""490111270041"":4}","{""490050006004"":18,""490050007022"":16,""490050006006"":12,""490050006001"":10,""490050003004"":10,""490050004011"":10,""490050005022"":9,""490050004021"":9,""490050005021"":8,""490050006005"":8,""490050001011"":8,""490050002011"":7,""490050003003"":7,""490050004033"":7,""490050004031"":7,""490050013001"":7,""490050012022"":7,""490050012012"":6,""490050011022"":6,""160419701002"":6,""490050011011"":6,""490050010023"":6,""490050010011"":5,""490050003001"":5,""490050008001"":5,""490039606014"":5,""490050013003"":5,""490050004032"":5,""160050019001"":5,""490050005013"":5,""490050004012"":5,""490050014022"":5,""490050009003"":4,""490050013002"":4,""490039602003"":4,""160079501004"":4,""490050014023"":4,""530199701001"":4,""490572112023"":4,""160419702003"":4,""490490031042"":4,""490039601002"":4,""490039604002"":4,""490039603006"":4,""490050007011"":4,""490050011021"":4,""560239780003"":4,""160659503013"":4,""490039602001"":4,""490050002023"":4,""490050001021"":4,""490039603004"":4,""490050007012"":4,""490050001013"":4,""490050011013"":4,""490039607011"":4,""490111261041"":4,""490050006002"":4,""160079502001"":4,""490039601003"":4,""490050001012"":4,""490490101062"":4,""300670004001"":4,""490050010012"":4,""490111259062"":4,""490050010022"":4,""300990002002"":4,""490050014012"":4,""490050008003"":4,""490050014021"":4,""490050001022"":4,""490050004034"":4,""160419701003"":4,""490050005012"":4,""490111254051"":4,""160050003004"":4,""490111254011"":4,""490050004022"":4,""490050014011"":4,""160519604004"":4,""490490102122"":4,""490111254012"":4,""490339501001"":4}",7147.0,23.0,"{'<5': 14, '5-10': 134, '11-20': 81, '21-60': 241, '61-120': 46, '121-240': 15, '>240': 22}","[3,2,0,0,1,1,2,9,10,27,37,66,91,96,78,52,50,56,90,107,79,52,26,7]","{""Monday"":74,""Tuesday"":66,""Wednesday"":65,""Thursday"":91,""Friday"":99,""Saturday"":110,""Sunday"":48}","{""android"":173,""ios"":259}",5074.079338996976,3.582538512936851e-05,9.16523389167712e-05,0.0003072727515191387,0.0004484548581122889,83,761.5706783666348,324,2972.8783107324057,5010.0,7.0,POINT (-111.83375 41.75898900000002),1630.5654380110655
1350,Lee's Marketplace,Lee's Marketplace,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,41.758853,-111.820444,555 E 1400 N,Logan,UT,84341,"{'Mon': [['6:00', '24:00']], 'Tue': [['6:00', '24:00']], 'Wed': [['6:00', '24:00']], 'Thu': [['6:00', '24:00']], 'Fri': [['6:00', '24:00']], 'Sat': [['6:00', '24:00']], 'Sun': []}",,153,109,"[8,10,0,4,8,4,5,3,8,0,3,9,4,5,10,6,0,6,4,5,4,6,4,1,7,5,10,4,3,7]",490050004011,"{""490039603002"":9,""490050004022"":7,""490050007012"":6,""490050004031"":6,""490050004012"":5,""490050004033"":5,""490050004021"":5,""490050004011"":5,""490050007011"":5,""160419701002"":4,""490050010023"":4,""490050012021"":4,""490050005022"":4,""490050013002"":4,""490050001012"":4,""490050007023"":4,""490050002011"":4,""490050012022"":4,""490050003003"":4,""490050004034"":4,""490050010022"":4,""490050003002"":4,""490050014012"":4,""160419702001"":4}","{""490050004021"":8,""490050004012"":7,""490050004011"":6,""490050007011"":5,""490050014012"":4,""490050004022"":4,""490050004033"":4,""490050002011"":4,""490050001012"":4,""490039603006"":4,""490050005022"":4,""490050006005"":4,""160079502001"":4,""160419702001"":4,""490050012022"":4,""490039603002"":4,""490050004031"":4,""490050012011"":4,""490050007012"":4,""490050006002"":4,""490050007023"":4,""490050002022"":4,""490050009001"":4,""490050007022"":4,""490050006001"":4,""490490005041"":4}",3317.0,21.0,"{'<5': 2, '5-10': 33, '11-20': 40, '21-60': 63, '61-120': 3, '121-240': 5, '>240': 7}","[1,1,1,1,1,1,1,3,8,20,26,22,20,19,20,21,27,22,10,10,14,9,4,3]","{""Monday"":20,""Tuesday"":26,""Wednesday"":23,""Thursday"":18,""Friday"":30,""Saturday"":35,""Sunday"":1}","{""android"":65,""ios"":42}",1403.8592022903026,9.91190583145277e-06,2.3125242921129768e-05,0.0005051188680055068,0.0008305242073379256,15,137.63325512650025,78,715.6929266578013,6480.0,6.0,POINT (-111.820444 41.758852999999995),616.2117001252782
1351,Baugh Motel Surestay Collection By Best Western,Best Western,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110.0,41.728847,-111.835764,153 S Main St,Logan,UT,84321,"{'Mon': [['0:00', '24:00']], 'Tue': [['0:00', '24:00']], 'Wed': [['0:00', '24:00']], 'Thu': [['0:00', '24:00']], 'Fri': [['0:00', '24:00']], 'Sat': [['0:00', '24:00']], 'Sun': [['0:00', '24:00']]}",,92,61,"[7,3,2,1,2,0,4,2,12,6,8,1,3,1,1,4,0,4,4,6,1,7,0,3,2,2,4,1,1,0]",490050010022,"{""490050013002"":6,""490050010011"":5,""490050014023"":4,""490050002022"":4,""490050010012"":4,""350619701023"":4,""490050006003"":4,""490039604002"":4,""490050004034"":4,""490050006005"":4,""490050014021"":4,""490050011013"":4,""490050014011"":4}","{""490050003004"":4,""170438427092"":4,""490050004034"":4,""490039603004"":4,""490050004011"":4,""490050005011"":4,""490050012022"":4,""490050010023"":4,""490050010011"":4,""490050010012"":4,""490050005022"":4,""160679705004"":4,""490050006003"":4}",8068.0,19.0,"{'<5': 4, '5-10': 33, '11-20': 12, '21-60': 18, '61-120': 12, '121-240': 5, '>240': 8}","[6,5,6,6,7,6,6,6,12,12,10,19,13,11,12,10,10,8,7,6,5,7,11,8]","{""Monday"":15,""Tuesday"":9,""Wednesday"":13,""Thursday"":7,""Friday"":18,""Saturday"":19,""Sunday"":11}","{""android"":24,""ios"":39}",844.1506314425349,5.9601002385206205e-06,1.2941649708155193e-05,0.0004494777264244047,0.0009571468700256972,25,229.3887585441671,43,394.5486646959674,10080.0,7.0,POINT (-111.835764 41.728847),2288.2812005505853
